,Conta,Descrição,31/12/2014,31/12/2013,31/12/2012,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012
12,3.04.02.07,Depreciações e amortizações,,,,-123.0,-136.0,-135.0
13,3.04.02.08,Despesas com opções de ações outorgadas,,,,263.0,2.755,-7.751
14,3.04.03,Perdas pela Não Recuperabilidade de Ativos,,,,-3.588,-6.999,-1.239
15,3.04.03.01,Perdas por redução do valor recuperável,,,,0.0,-2.272,-1.239
16,3.04.03.02,Perdas contas a receber,,,,-54.0,-4.727,0.0
17,3.04.03.03,Perdas com adiantamentos,,,,-233.0,0.0,0.0
18,3.04.03.04,Perdas com empréstimos,,,,-3.202,0.0,0.0
19,3.04.03.05,Provisão para contingencias,,,,-23.0,0.0,0.0
20,3.04.03.06,Perda na baixa do imobilizado,,,,-76.0,0.0,0.0
21,3.04.04,Outras Receitas Operacionais,,,,7.0,248.0,0.0
22,3.04.04.01,Recuperação de despesas,,,,7.0,248.0,0.0
23,3.04.05,Outras Despesas Operacionais,,,,,,
24,3.04.06,Resultado de Equivalência Patrimonial,,,,-46.0,-2.2359999999999998,-2.499
25,3.05,Resultado Antes do Resultado Financeiro e dos Tributos,,,,-6.648,-17.819000000000003,-21.166
26,3.06,Resultado Financeiro,,,,-3.3080000000000003,-7.591,-3.537
27,3.06.01,Receitas Financeiras,,,,3.838,10.735,9.129
28,3.06.01.01,Descontos obtidos,,,,1.0,12.0,9.0
29,3.06.01.02,Rendas de aplicações financeiras renda fixa,,,,124.0,1.535,2.97
30,3.06.01.03,Variações cambiais ativas,,,,3.108,7.636,1.831
31,3.06.01.04,Juros ativos,,,,0.0,99.0,73.0
32,3.06.01.05,Juros sobre empréstimos a receber,,,,605.0,1.453,4.246
33,3.06.02,Despesas Financeiras,,,,-7.146,-18.326,-12.665999999999999
34,3.06.02.01,Juros passivos,,,,-1.7719999999999998,-135.0,-71.0
35,3.06.02.02,Juros s/empréstimos com controlador,,,,-869.0,-3.344,-3.219
36,3.06.02.03,Variações cambiais passivas,,,,-4.499,-14.847000000000001,-9.376
37,3.06.02.04,Outras despesas financeiras,,,,-6.0,0.0,0.0
38,3.07,Resultado Antes dos Tributos sobre o Lucro,,,,-9.956,-25.41,-24.703000000000003
39,3.08,Imposto de Renda e Contribuição Social sobre o Lucro,,,,-1.367,0.0,0.0
40,3.08.01,Corrente,,,,,,
41,3.08.02,Diferido,,,,-1.367,0.0,0.0
42,3.09,Resultado Líquido das Operações Continuadas,,,,-11.323,-25.41,-24.703000000000003
43,3.10,Resultado Líquido de Operações Descontinuadas,,,,,,
44,3.10.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,,,,,,
45,3.10.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,,,,,,
46,3.11,Lucro/Prejuízo do Período,,,,-11.323,-25.41,-24.703000000000003
47,3.99,Lucro por Ação - (Reais / Ação),,,,,,
48,3.99.01,Lucro Básico por Ação,,,,,,
49,3.99.01.01,ON,,,,-13918.0,-31232.0,-30741.0
50,3.99.02,Lucro Diluído por Ação,,,,,,
51,3.99.02.01,ON,,,,-13918.0,-31232.0,-30360.0
