,Conta,Descrição,31/12/2013,31/12/2012,31/12/2011,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
90,2.01.05,Relações Interdependências,5.409,15.586,7.142,,,
91,2.01.05.01,Recursos em Trânsito de Terceiros,5.399,15.578,7.142,,,
92,2.01.05.02,Transferência Interna de Recursos,10,8,0,,,
93,2.01.06,Obrigações por Empréstimos,777.276,826.189,849.768,,,
94,2.01.06.01,Empréstimo no País - Instituições Financeiras,19.416,17.912,16.511,,,
95,2.01.06.02,Empréstimo no Exterior,757.860,808.277,833.257,,,
96,2.01.07,Obrigações por Repasse do País,156.842,121.769,173.427,,,
97,2.01.07.01,Tesouro Nacional,230,253,217,,,
98,2.01.07.02,BNDES,132.408,101.633,162.562,,,
99,2.01.07.03,FINAME,24.204,19.883,10.648,,,
100,2.01.07.04,Outras Instituições,,,,,,
101,2.01.08,Obrigações por Repasse do Exterior,101.113,88.354,81.291,,,
102,2.01.09,Outras Obrigações,5.185.966,3.955.432,2.682.999,,,
103,2.01.09.01,Instrumentos Financeiros Derivativos,978,2.184,7.615,,,
104,2.01.09.02,Cobrança e Arrecadação de Tributos e Assemelhados,1.798,3.154,4.805,,,
105,2.01.09.03,Carteira de Câmbio,10.830,32.008,1.188,,,
106,2.01.09.04,Sociais e Estatutárias,61.835,95.061,12.254,,,
107,2.01.09.05,Fiscais e Previdenciárias,487.475,825.052,525.820,,,
108,2.01.09.06,Negociação e Intermedição de Valores,68,68,0,,,
109,2.01.09.07,Fundo Financeiros e de Desenvolvimento,3.103.568,1.673.702,1.102.922,,,
110,2.01.09.08,Instrumentos Híbridos de Capital e Dívida,78.471,74.143,70.164,,,
111,2.01.09.09,Diversas,1.440.943,1.250.060,958.231,,,
112,2.02,Passivo Exigível a Longo Prazo,17.491.785,18.610.729,14.357.919,,,
113,2.02.01,Depósitos,5.080.669,5.048.501,3.848.520,,,
114,2.02.01.01,Depósitos à Vista,8.819,15.383,21.179,,,
115,2.02.01.02,Depósitos Interfinanceiros,102.711,78.890,0,,,
116,2.02.01.03,Depósito a Prazo,4.969.139,4.954.228,3.827.341,,,
117,2.02.02,Captações no Mercado Aberto,50.383,81.917,66.561,,,
118,2.02.02.01,Carteira Própria,50.383,81.917,66.561,,,
119,2.02.03,Recursos de Aceites e Emissão de Títulos,1.467.778,1.318.769,563.876,,,
120,2.02.03.01,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similares",0,418,0,,,
121,2.02.03.02,Obrigações por Títulos e Valores Mobiliários no Exterior,1.467.778,1.318.351,563.876,,,
122,2.02.04,Relações Interfinanceiras,,,,,,
123,2.02.05,Relações Interdependências,,,,,,
124,2.02.06,Obrigações por Empréstimos,0,17.912,33.021,,,
125,2.02.06.01,Empréstimo no País - Instiutições Oficiais,0,17.912,33.021,,,
126,2.02.07,Obrigações por Repasse do País,1.549.999,1.464.432,1.113.258,,,
127,2.02.07.01,Tesouro Nacional,468,556,775,,,
128,2.02.07.02,BNDES,1.395.929,1.333.988,990.332,,,
129,2.02.07.03,FINAME,153.602,129.888,122.151,,,
130,2.02.07.04,Outras Instituições,,,,,,
131,2.02.08,Obrigações por Repasse do Exterior,745.417,736.841,759.101,,,
132,2.02.09,Outras Obrigações,8.597.539,9.942.357,7.973.582,,,
133,2.02.09.01,Instrumentos Financeiros Derivativos,416,6.405,13.513,,,
134,2.02.09.02,Fundo Financeiros e de Desenvolvimento,3.983.648,5.005.676,3.617.155,,,
135,2.02.09.03,Instrumentos Híbridos de Capital e Dívida,1.194.110,1.128.249,1.067.708,,,
136,2.02.09.04,Dívidas Subordinadas Elegíveis a Capital,1.455.982,1.332.382,1.216.319,,,
137,2.02.09.05,Diversas,1.963.383,2.469.645,2.058.887,,,
138,2.03,Resultados de Exercícios Futuros,0,0,16,,,
139,2.05,Patrimônio Líquido,3.039.830,2.683.751,2.329.499,,,
140,2.05.01,Capital Social Realizado,2.437.000,2.142.000,2.010.000,,,
141,2.05.02,Reservas de Capital,,,,,,
142,2.05.03,Reservas de Reavaliação,20.610,22.904,25.198,,,
143,2.05.03.01,Ativos Próprios,20.610,22.904,25.198,,,
144,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
145,2.05.04,Reservas de Lucro,590.265,425.110,244.152,,,
146,2.05.04.01,Legal,148.072,130.054,104.636,,,
147,2.05.04.02,Estatutária,427.203,295.440,132.862,,,
148,2.05.04.03,Para Contingências,,,,,,
149,2.05.04.04,De Lucros a Realizar,,,,,,
150,2.05.04.05,Retenção de Lucros,,,,,,
151,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
152,2.05.04.07,Outras Reservas de Lucro,14.990,-384,6.654,,,
153,2.05.04.07.01,Ações em Tesouraria,-384,-384,-384,,,
154,2.05.04.07.02,Reserva Especiais de Lucros Outros,15.374,0,7.038,,,
155,2.05.05,Ajustes de Avaliação Patrimonial,-8.045,-218.392,50.149,,,
156,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,-8.045,-218.392,0,,,
157,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
158,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
159,2.05.06,Lucros/Prejuízos Acumulados,0,312.129,0,,,
160,3.01,Receitas da Intermediação Financeira,,,,3.710.087,3.804.675,3.347.864
161,3.01.01,Operações de Crédito,,,,1.852.087,2.178.178,1.772.643
162,3.01.02,Resultado de Operações com Títulos e Valores Mobiliários,,,,1.571.906,1.326.736,1.365.528
163,3.01.03,Resultado com Instrumentos Financeiros Derivativos,,,,108.779,109.979,25.660
164,3.01.04,Resultado de Operações de Câmbio,,,,149.888,165.449,163.871
165,3.01.05,Resultado das Aplicações Compulsórias,,,,19.976,19.508,20.162
166,3.01.06,Operações de Venda ou de Transferência de Ativos Financeiros,,,,7.451,4.825,0
167,3.02,Despesas da Intermediação Financeira,,,,-2.709.910,-2.603.574,-2.130.601
168,3.02.01,Operações de Captação no Mercado,,,,-1.059.657,-991.525,-1.048.740
169,3.02.02,Operações de Empréstimos e Repasses,,,,-949.663,-997.251,-846.952
170,3.02.03,Operações de Venda ou de Trasnferência de Ativos Financeiros,,,,0,-2,0
171,3.02.04,Provisão para Créditos de Liquidação Duvidosa,,,,-700.590,-614.796,-234.909
172,3.03,Resultado Bruto Intermediação Financeira,,,,1.000.177,1.201.101,1.217.263
173,3.04,Outras Despesas/Receitas Operacionais,,,,-448.959,-639.079,-548.829
174,3.04.01,Receitas de Prestação de Serviços,,,,1.635.277,1.420.659,1.351.756
175,3.04.02,Despesas de Pessoal,,,,-1.274.551,-1.149.708,-1.081.293
176,3.04.03,Outras Despesas Administrativas,,,,-825.507,-824.986,-775.242
177,3.04.04,Despesas Tributárias,,,,-218.792,-215.202,-188.995
178,3.04.05,Outras Receitas Operacionais,,,,1.377.743,1.431.569,1.164.760
179,3.04.06,Outras Despesas Operacionais,,,,-1.143.129,-1.301.411,-1.019.815
180,3.04.07,Resultado da Equivalência Patrimonial,,,,,,
181,3.05,Resultado Operacional,,,,551.218,562.022,668.434
182,3.06,Resultado Não Operacional,,,,5.066,3.310,7.045
183,3.06.01,Receitas,,,,7.850,4.348,10.936
184,3.06.02,Despesas,,,,-2.784,-1.038,-3.891
185,3.07,Resultado Antes Tributação/Participações,,,,556.284,565.332,675.479
186,3.08,Provisão para IR e Contribuição Social,,,,-230.456,-422.267,-296.880
187,3.09,IR Diferido,,,,63.986,743.046,-26.723
188,3.10,Participações/Contribuições Estatutárias,,,,-29.457,-65.619,-37.077
189,3.10.01,Participações,,,,-29.457,-65.619,-37.077
190,3.10.02,Contribuições,,,,,,
191,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
192,3.13,Lucro/Prejuízo do Período,,,,360.357,820.492,314.799
193,3.99,Lucro por Ação - (R$ / Ação),,,,414241,943181,361829
