,Conta,Descrição,31/12/2013,31/12/2012,31/12/2011,01/01/2013 a 31/12/2013,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011
86,2.01.06.01,Empréstimos no Exterior,0,56.817,0,,,
87,2.01.07,Obrigações por Repasse do País,,,,,,
88,2.01.08,Obrigações por Repasse do Exterior,,,,,,
89,2.01.09,Outras Obrigações,1.085.571,1.076.823,1.393.079,,,
90,2.01.09.01,Cobrança e arrecadação de tributos e assemelhados,4.516,3.703,8.842,,,
91,2.01.09.02,Sociais e Estatutárias,0,11,646.472,,,
92,2.01.09.03,Fiscais e previdenciárias,32.617,15.962,108.577,,,
93,2.01.09.04,Negociação e intermediação de valores,6.235,855,14.541,,,
94,2.01.09.05,Dividas subordinadas,72.007,162.339,23.896,,,
95,2.01.09.06,Diversas,968.498,893.215,590.146,,,
96,2.01.09.07,Instrumentos financeiros derivativos,1.698,738,605,,,
97,2.02,Passivo Exigível a Longo Prazo,5.312.753,4.892.294,4.647.141,,,
98,2.02.01,Depósitos,1.534.937,1.503.828,1.505.879,,,
99,2.02.01.01,Depósitos interfinanceiros,64.099,45.766,25.805,,,
100,2.02.01.02,Depósitos a prazo,1.470.838,1.458.062,1.480.074,,,
101,2.02.02,Captações no Mercado Aberto,57.712,45.677,121.370,,,
102,2.02.02.01,Carteira própria,57.712,45.677,121.370,,,
103,2.02.02.02,Carteira de terceiros,,,,,,
104,2.02.03,Recursos de Aceites e Emissão de Títulos,2.185.904,1.574.427,1.152.790,,,
105,2.02.03.01,"Recursos de letras imobiliárias, hipotecárias, de crédito e similares",1.509.741,984.595,237.891,,,
106,2.02.03.02,Obrigações por titulos e valores mobiliários no exterior,676.163,589.832,914.899,,,
107,2.02.04,Relações Interfinanceiras,,,,,,
108,2.02.04.01,Correspindentes mo pais,,,,,,
109,2.02.05,Relações Interdependências,,,,,,
110,2.02.06,Obrigações por Empréstimos,,,,,,
111,2.02.07,Obrigações por Repasse do País,,,,,,
112,2.02.08,Obrigações por Repasse do Exterior,,,,,,
113,2.02.09,Outras Obrigações,1.534.200,1.768.362,1.867.102,,,
114,2.02.09.01,Fiscais e previdenciárias,28.957,614.419,437.453,,,
115,2.02.09.02,Dividas subordinadas,1.288.620,1.032.290,937.900,,,
116,2.02.09.03,Diversas,196.364,118.195,470.465,,,
117,2.02.09.04,Instrumentos financeiros derivativos,20.259,3.458,21.284,,,
118,2.03,Resultados de Exercícios Futuros,2.460,1.543,339,,,
119,2.05,Patrimônio Líquido,2.308.053,2.552.409,1.398.350,,,
120,2.05.01,Capital Social Realizado,2.867.020,2.867.020,1.108.091,,,
121,2.05.01.01,De domiciliados no pais,2.556.338,2.469.731,1.020.586,,,
122,2.05.01.02,De domiciliados no exterior,310.682,397.289,87.505,,,
123,2.05.02,Reservas de Capital,0,0,172,,,
124,2.05.03,Reservas de Reavaliação,,,,,,
125,2.05.03.01,Ativos Próprios,,,,,,
126,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
127,2.05.04,Reservas de Lucro,0,0,290.121,,,
128,2.05.04.01,Legal,,,,,,
129,2.05.04.02,Estatutária,,,,,,
130,2.05.04.03,Para Contingências,,,,,,
131,2.05.04.04,De Lucros a Realizar,,,,,,
132,2.05.04.05,Retenção de Lucros,,,,,,
133,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
134,2.05.04.07,Outras Reservas de Lucro,,,,,,
135,2.05.05,Ajustes de Avaliação Patrimonial,-16.286,-978,-34,,,
136,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,,,,,,
137,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
138,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
139,2.05.06,Lucros/Prejuízos Acumulados,-542.681,-313.633,0,,,
140,3.01,Receitas da Intermediação Financeira,,,,3.907.130,2.814.155,2.551.314
141,3.01.01,Rendas de operações de crédito,,,,3.616.996,2.285.585,2.312.885
142,3.01.02,Resultado de operações com tvm,,,,242.890,140.048,85.550
143,3.01.03,Resultado c/instrumentos financeiros e derivativos,,,,-70.495,327.942,149.056
144,3.01.04,Resultado de operações de cambio,,,,117.739,60.580,3.823
145,3.02,Despesas da Intermediação Financeira,,,,-2.246.646,-2.485.355,-1.907.907
146,3.02.01,Operações de captação no mercado,,,,-1.353.175,-1.255.110,-1.047.391
147,3.02.02,Resultado c/instrumentos financeiros e derivativos,,,,,,
148,3.02.03,Operações de empréstimos e repasses,,,,-9.003,-1.244,-44
149,3.02.04,(Provisão p/créditos de liq. duvidosa),,,,-884.468,-1.229.001,-860.472
150,3.03,Resultado Bruto Intermediação Financeira,,,,1.660.484,328.800,643.407
151,3.04,Outras Despesas/Receitas Operacionais,,,,-1.857.095,-1.281.087,-1.132.720
152,3.04.01,Receitas de Prestação de Serviços,,,,332.443,277.738,319.533
153,3.04.02,Despesas de Pessoal,,,,-186.178,-150.086,-74.754
154,3.04.03,Outras Despesas Administrativas,,,,-1.276.509,-1.092.350,-1.222.106
155,3.04.04,Despesas Tributárias,,,,-146.446,-86.989,-112.024
156,3.04.05,Outras Receitas Operacionais,,,,253.848,163.443,243.122
157,3.04.05.01,Rendas de tarifas bancárias,,,,,,
158,3.04.05.02,Outras receitas operacionais,,,,253.848,163.443,243.122
159,3.04.06,Outras Despesas Operacionais,,,,-873.287,-427.991,-321.534
160,3.04.07,Resultado da Equivalência Patrimonial,,,,39.034,35.148,35.043
161,3.05,Resultado Operacional,,,,-196.611,-952.287,-489.313
162,3.06,Resultado Não Operacional,,,,-58.996,-111.159,-100.046
163,3.06.01,Receitas,,,,,,
164,3.06.02,Despesas,,,,,,
165,3.07,Resultado Antes Tributação/Participações,,,,-255.607,-1.063.446,-589.359
166,3.08,Provisão para IR e Contribuição Social,,,,26.559,459.520,649.597
167,3.08.03,Ativo fiscal diferido,,,,6.505,458.332,661.926
168,3.08.04,Provisão para contribuição social,,,,7.789,446,-4.623
169,3.08.05,Provisão para imposto de renda,,,,12.265,742,-7.706
170,3.09,IR Diferido,,,,,,
171,3.10,Participações/Contribuições Estatutárias,,,,,,
172,3.10.01,Participações,,,,,,
173,3.10.02,Contribuições,,,,,,
174,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
175,3.13,Lucro/Prejuízo do Período,,,,-229.048,-603.926,60.238
176,3.99,Lucro por Ação - (R$ / Ação),,,,-043000,-113000,025000
