,Conta,Descrição,31/12/2010,31/12/2009,31/12/2008,01/01/2010 a 31/12/2010,01/01/2009 a 31/12/2009,01/01/2008 a 31/12/2008
43,1.02.01.02,Aplicações em Depósitos Interfinanceiros,19.977.717,20.307.381,17.655.041,,,
44,1.02.01.05,Provisões para Perdas,0,0,-324,,,
45,1.02.02,Títulos e Valores Mobiliários,42.423.659,21.194.504,10.550.941,,,
46,1.02.02.01,Carteira Própria,3.428.693,8.828.398,5.762.480,,,
47,1.02.02.02,Vinculados a Compromissos de Recompra,38.911.904,4.701.938,3.767.701,,,
48,1.02.02.03,Instrumentos Financeiros Derivativos,67.996,736.384,333.196,,,
49,1.02.02.04,Vinculados ao Banco Central,0,6.089.629,0,,,
50,1.02.02.05,Moedas de Privatização,8.315,8.771,9.219,,,
51,1.02.02.06,Vinculados à Prestação de Garantias,6.751,829.384,678.345,,,
52,1.02.03,Relações Interfinanceiras,501.610,485.722,461.372,,,
53,1.02.03.05,SFH - Sistema Financeiro da Habitação,501.610,485.722,461.372,,,
54,1.02.04,Relações Interdependências,,,,,,
55,1.02.05,Operações de Crédito,70.912.529,48.811.950,45.420.827,,,
56,1.02.05.01,Setor Público,319.862,419.880,756.042,,,
57,1.02.05.02,Setor Privado,74.892.074,51.820.711,46.594.402,,,
58,1.02.05.03,Provisão para Operações de Crédito de Liquidação Duvidosa,-4.299.407,-3.428.641,-1.929.617,,,
59,1.02.06,Operações de Arrendamento Mercantil,-29.751,-130.719,-15.109,,,
60,1.02.06.02,Setor Privado,876.453,1.692.480,1.334.667,,,
61,1.02.06.03,Rendas a Apropriar de Arrendamento Mercantil,-805.148,-1.704.114,-1.334.667,,,
62,1.02.06.04,Provisão para Créditos de Arrendamento Mercantil de Liquidação Duvidosa,-101.056,-119.085,-15.109,,,
63,1.02.07,Outros Créditos,11.146.433,12.319.449,12.443.462,,,
64,1.02.07.04,Negociação e Intermediação de Valores,324.547,474.848,1.752.147,,,
65,1.02.07.08,Diversos,10.825.376,11.856.573,10.699.470,,,
66,1.02.07.09,Provisão para Outros Créditos de Liquidação Duvidosa,-3.490,-11.972,-8.155,,,
67,1.02.08,Outros Valores e Bens,111.500,463.714,398.914,,,
68,1.02.08.05,Despesas Antecipadas,111.500,463.714,398.914,,,
69,1.03,Ativo Permanente,98.858.970,82.921.759,66.003.424,,,
70,1.03.01,Investimentos,85.506.909,68.360.809,56.202.747,,,
71,1.03.01.01,Dependências no Exterior,,,,,,
72,1.03.01.02,Participações em Controladas,85.405.913,68.257.508,56.134.111,,,
73,1.03.01.02.01,No País,84.242.693,66.873.274,55.068.561,,,
74,1.03.01.02.02,No Exterior,1.163.220,1.384.234,1.065.550,,,
75,1.03.01.03,Participações em Coligadas e Equiparadas,94.543,85.663,51.176,,,
76,1.03.01.03.01,No País,94.543,85.663,51.176,,,
77,1.03.01.04,Outros Investimentos,38.359,56.992,69.177,,,
78,1.03.01.05,Provisão para Perdas,-31.906,-39.354,-51.717,,,
79,1.03.02,Imobilizado de Uso,2.101.555,1.852.911,1.612.767,,,
80,1.03.02.03,Outras Imobilizações de Uso,4.967.829,4.265.639,3.743.228,,,
81,1.03.02.04,Depreciações Acumuladas,-2.866.274,-2.412.728,-2.130.461,,,
82,1.03.03,Imobilizado de Arrendamento,8.289.927,10.643.646,6.403.050,,,
83,1.03.03.01,Bens Arrendados,10.097.022,12.888.230,7.646.999,,,
84,1.03.03.02,Depreciações Acumuladas,-1.807.095,-2.244.584,-1.243.949,,,
85,1.03.04,Intangível,2.824.247,1.802.512,1.366.569,,,
86,1.03.04.01,Ativos Intangíveis,3.476.907,2.074.200,1.679.613,,,
87,1.03.04.02,Amortização Acumulada,-652.660,-271.688,-313.044,,,
88,1.03.05,Diferido,136.332,261.881,418.291,,,
89,1.03.05.01,Gastos de Organização e Expansão,1.384.796,1.433.442,1.457.663,,,
90,1.03.05.02,Amortização Acumulada,-1.248.464,-1.171.561,-1.039.372,,,
91,2,Passivo Total,635.081.129,510.422.570,458.421.874,,,
92,2.01,Passivo Circulante,373.669.873,283.539.478,241.754.414,,,
93,2.01.01,Depósitos,172.871.501,148.431.480,130.696.571,,,
94,2.01.01.01,Depósitos à Vista,36.159.595,34.485.504,27.419.252,,,
95,2.01.01.02,Depósitos de Poupança,54.086.178,45.113.274,38.917.870,,,
96,2.01.01.03,Depósitos Interfinanceiros,47.073.972,44.270.375,42.827.035,,,
97,2.01.01.04,Depósitos a Prazo,34.489.659,23.578.675,20.571.829,,,
98,2.01.01.05,Outros Depósitos,1.062.097,983.652,960.585,,,
99,2.01.02,Captações no Mercado Aberto,150.532.380,95.981.471,58.295.912,,,
100,2.01.02.01,Carteira Própria,97.888.989,24.441.373,15.736.189,,,
101,2.01.02.02,Carteira de Terceiros,44.732.978,69.441.091,40.160.885,,,
102,2.01.02.03,Carteira Livre Movimentação,7.910.413,2.099.007,2.398.838,,,
103,2.01.03,Recursos de Aceites e Emissão de Títulos,4.191.825,3.370.464,2.367.490,,,
104,2.01.03.03,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similares",3.646.915,2.457.601,1.949.302,,,
105,2.01.03.05,Obrigações por Títulos e Valores Mobiliários no Exterior,544.910,912.863,418.188,,,
106,2.01.04,Relações Interfinanceiras,25.732,22.968,12.920,,,
107,2.01.04.04,Correspondentes,25.732,22.968,12.920,,,
108,2.01.05,Relações Interdependências,3.701.600,2.924.981,2.899.491,,,
109,2.01.05.01,Recursos em Trânsito de Terceiros,3.701.600,2.924.981,2.899.491,,,
110,2.01.06,Obrigações por Empréstimos,7.243.308,7.916.217,13.576.329,,,
111,2.01.06.03,Empréstimos no Exterior,7.243.308,7.916.217,13.576.329,,,
112,2.01.07,Obrigações por Repasse do País,9.158.356,6.296.076,6.495.171,,,
113,2.01.07.01,Tesouro Nacional,36.660,124.020,114.607,,,
114,2.01.07.03,BNDES,3.642.975,2.274.498,2.822.971,,,
115,2.01.07.04,CEF,45.918,16.436,15.110,,,
116,2.01.07.05,FINAME,5.432.803,3.881.122,3.542.470,,,
117,2.01.07.06,Outras Instituições,0,0,13,,,
118,2.01.08,Obrigações por Repasse do Exterior,14.773,835,320,,,
119,2.01.09,Outras Obrigações,25.930.398,18.594.986,27.410.210,,,
120,2.01.09.01,Cobrança e Arrecadação de Tributos e Assemelhados,221.183,184.251,198.148,,,
121,2.01.09.02,Carteira de Câmbio,5.632.311,3.916.998,13.535.496,,,
122,2.01.09.03,Sociais e Estatutárias,2.138.566,1.644.387,1.764.881,,,
123,2.01.09.04,Fiscais e Previdenciárias,1.021.068,573.429,316.062,,,
124,2.01.09.05,Negociação e Intermediação de Valores,226.402,249.846,157.816,,,
125,2.01.09.08,Fundos Financeiros e de Desenvolvimento,270,438,7.031,,,
126,2.01.09.11,Dívidas Subordinadas,8.028.585,346.337,414.368,,,
127,2.01.09.12,Instrumentos Financeiros Derivativos,618.521,392.592,1.507.779,,,
128,2.01.09.14,Diversas,8.043.492,11.286.708,9.508.629,,,
129,2.02,Passivo Exigível a Longo Prazo,213.351.043,185.104.983,182.392.616,,,
130,2.02.01,Depósitos,112.109.910,103.542.670,104.080.706,,,
131,2.02.01.03,Depósitos Interfinanceiros,44.551.242,37.084.370,31.388.961,,,
132,2.02.01.04,Depósitos a Prazo,67.558.668,66.458.300,72.691.745,,,
133,2.02.02,Captações no Mercado Aberto,35.808.998,30.318.356,33.544.920,,,
134,2.02.02.01,Carteira Própria,35.793.809,30.318.356,33.544.920,,,
135,2.02.02.02,Carteira Livre Movimentação,15.189,0,0,,,
136,2.02.03,Recursos de Aceites e Emissão de Títulos,12.743.098,3.395.120,4.958.402,,,
137,2.02.03.03,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similares",7.926.919,26.954,174.226,,,
138,2.02.03.05,Obrigações por Títulos e Valores Mobiliários no Exterior,4.816.179,3.368.166,4.784.176,,,
139,2.02.04,Relações Interfinanceiras,,,,,,
140,2.02.05,Relações Interdependências,,,,,,
141,2.02.06,Obrigações por Empréstimos,788.276,375.261,1.095.174,,,
142,2.02.06.03,Empréstimos no Exterior,788.276,375.261,1.095.174,,,
143,2.02.07,Obrigações por Repasse do País,20.660.736,12.515.453,10.595.359,,,
144,2.02.07.03,BNDES,8.116.358,5.864.982,4.317.915,,,
145,2.02.07.04,CEF,38.515,71.288,79.238,,,
146,2.02.07.05,FINAME,12.505.242,6.578.535,6.197.464,,,
147,2.02.07.06,Outras Instituições,621,648,742,,,
148,2.02.08,Obrigações por Repasse do Exterior,0,9.488,12.737,,,
149,2.02.09,Outras Obrigações,31.240.025,34.948.635,28.105.318,,,
150,2.02.09.04,Fiscais e Previdenciárias,6.675.934,5.280.310,4.358.852,,,
151,2.02.09.11,Dívidas Subordinadas,18.314.836,22.783.517,19.272.293,,,
152,2.02.09.12,Instrumentos Financeiros Derivativos,98.996,66.472,105.929,,,
153,2.02.09.14,Diversas,6.150.259,6.818.336,4.368.244,,,
154,2.03,Resultados de Exercícios Futuros,17.363,24.358,18.300,,,
155,2.05,Patrimônio Líquido,48.042.850,41.753.751,34.256.544,,,
156,2.05.01,Capital Social Realizado,28.500.000,26.500.000,23.000.000,,,
157,2.05.01.01,De Domiciliados no País,27.978.012,25.635.353,21.665.186,,,
158,2.05.01.02,De Domiciliados no Exterior,521.988,864.647,1.334.814,,,
159,2.05.02,Reservas de Capital,62.614,62.614,62.614,,,
160,2.05.02.01,Ágio por Subscrição de Ações,56.465,56.465,56.465,,,
161,2.05.02.02,Outros,6.149,6.149,6.149,,,
162,2.05.03,Reservas de Reavaliação,,,,,,
163,2.05.03.01,Ativos Próprios,,,,,,
164,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
165,2.05.04,Reservas de Lucro,19.471.937,14.833.796,11.855.434,,,
166,2.05.04.01,Legal,2.755.385,2.254.302,1.853.688,,,
167,2.05.04.02,Estatutária,16.726.601,12.768.368,10.006.599,,,
168,2.05.04.03,Para Contingências,,,,,,
169,2.05.04.04,De Lucros a Realizar,,,,,,
170,2.05.04.05,Retenção de Lucros,,,,,,
171,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
172,2.05.04.07,Outras Reservas de Lucro,-10.049,-188.874,-4.853,,,
173,2.05.04.07.03,Ações em Tesouraria,-10.049,-188.874,-4.853,,,
174,2.05.05,Ajustes de Avaliação Patrimonial,8.299,357.341,-661.504,,,
175,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,,,,,,
176,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
177,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
178,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
179,3.01,Receitas da Intermediação Financeira,,,,63.301.542,59.745.838,46.424.011
180,3.01.01,Operações de Crédito,,,,29.406.418,25.643.776,23.730.473
181,3.01.02,Operações de Arrendamento Mercantil,,,,4.124.871,3.940.005,265.691
182,3.01.03,Resultado de Operações com Títulos e Valores Mobiliários,,,,24.427.023,22.787.139,21.216.149
183,3.01.04,Resultado com Instrumentos Financeiros Derivativos,,,,1.887.994,4.888.182,-3.936.851
184,3.01.05,Resultado de Operações de Câmbio,,,,523.803,1.863.363,3.625.434
185,3.01.06,Resultado das Aplicações Compulsórias,,,,2.894.884,560.766,1.523.115
186,3.01.08,Operações de Venda ou de Transferência de Ativos Financeiros,,,,36.549,62.607,0
187,3.02,Despesas da Intermediação Financeira,,,,-48.658.251,-45.863.989,-43.233.971
188,3.02.01,Operações de Captações no Mercado,,,,-37.147.359,-31.566.475,-29.969.545
189,3.02.02,Operações de Empréstimos e Repasses,,,,-976.016,-956.832,-7.124.537
190,3.02.03,Operações de Arrendamento Mercantil,,,,-3.438.324,-3.156.973,-244.615
191,3.02.04,Provisão para Créditos de Liquidação Duvidosa,,,,-7.096.552,-10.183.709,-5.895.274
192,3.03,Resultado Bruto Intermediação Financeira,,,,14.643.291,13.881.849,3.190.040
193,3.04,Outras Despesas/Receitas Operacionais,,,,-4.609.374,-5.913.055,1.370.997
194,3.04.01,Receitas de Prestação de Serviços,,,,6.920.486,6.187.960,6.324.055
195,3.04.02,Despesas de Pessoal,,,,-7.098.547,-6.149.864,-5.678.946
196,3.04.03,Outras Despesas Administrativas,,,,-8.555.785,-7.493.622,-6.434.860
197,3.04.04,Despesas Tributárias,,,,-1.674.092,-1.686.352,-989.518
198,3.04.05,Outras Receitas Operacionais,,,,870.353,1.527.076,643.886
199,3.04.06,Outras Despesas Operacionais,,,,-3.072.775,-4.425.735,-2.829.151
200,3.04.07,Resultado da Equivalência Patrimonial,,,,8.000.986,6.127.482,10.335.531
201,3.05,Resultado Operacional,,,,10.033.917,7.968.794,4.561.037
202,3.06,Resultado Não Operacional,,,,-53.315,-69.042,39.407
203,3.06.01,Receitas,,,,148.969,74.025,71.868
204,3.06.02,Despesas,,,,-202.284,-143.067,-32.461
205,3.07,Resultado Antes Tributação/Participações,,,,9.980.602,7.899.752,4.600.444
206,3.08,Provisão para IR e Contribuição Social,,,,41.071,112.530,3.019.794
207,3.09,IR Diferido,,,,,,
208,3.10,Participações/Contribuições Estatutárias,,,,,,
209,3.10.01,Participações,,,,,,
210,3.10.02,Contribuições,,,,,,
211,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
212,3.13,Lucro/Prejuízo do Período,,,,10.021.673,8.012.282,7.620.238
213,3.99,Lucro por Ação - (R$ / Ação),,,,266388,234240,248240
