,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
84,2.01.02.02,Carteira de Terceiros,67.137,0,53.317,,,
85,2.01.03,Recursos de Aceites e Emissão de Títulos,224.885,891.420,19.488,,,
86,2.01.03.01,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similares",215.449,83.372,9.621,,,
87,2.01.03.02,Obrigações por Títulos e Valores Mobiliários no Exterior,9.436,808.048,9.867,,,
88,2.01.04,Relações Interfinanceiras,363,939,1.805,,,
89,2.01.04.01,Recebimentos e Pagamentos a Liquidar,363,939,1.805,,,
90,2.01.05,Relações Interdependências,12.373,9.243,5.409,,,
91,2.01.05.01,Recursos em Trânsito de Terceiros,12.331,9.235,5.399,,,
92,2.01.05.02,Transferências Internas de Recursos,42,8,10,,,
93,2.01.06,Obrigações por Empréstimos,1.000.882,1.066.651,777.276,,,
94,2.01.06.01,Empréstimos no País - Instituições Oficiais,0,0,19.416,,,
95,2.01.06.02,Empréstimos no Exterior,1.000.882,1.066.651,757.860,,,
96,2.01.07,Obrigações por Repasse do País,150.552,144.935,156.842,,,
97,2.01.07.01,Tesouro Nacional,426,659,230,,,
98,2.01.07.02,BNDES,123.008,115.918,132.408,,,
99,2.01.07.03,FINAME,27.118,28.358,24.204,,,
100,2.01.08,Obrigações por Repasse do Exterior,168.823,114.573,101.113,,,
101,2.01.09,Outras Obrigações,7.110.820,6.258.485,5.185.966,,,
102,2.01.09.01,Instrumentos Financeiros Derivativos,0,0,978,,,
103,2.01.09.02,Cobrança e Arrecadação de Tributos e Assemelhados,2.312,2.677,1.798,,,
104,2.01.09.03,Carteiro de Câmbio,3.977,2.208,10.830,,,
105,2.01.09.04,Sociais e Estatutárias,46.661,160.668,61.835,,,
106,2.01.09.05,Fiscais e Previdenciárias,583.927,438.165,487.475,,,
107,2.01.09.06,Negociação e Intermediação de Valores,117,91,68,,,
108,2.01.09.07,Fundos Financeiros e de Desenvolvimento,4.441.912,3.994.320,3.103.568,,,
109,2.01.09.08,Instrumentos Híbridos de Capital e Dívida,92.567,83.648,78.471,,,
110,2.01.09.09,Diversas,1.939.347,1.576.708,1.440.943,,,
111,2.02,Passivo Exigível a Longo Prazo,22.647.423,18.406.131,17.491.785,,,
112,2.02.01,Depósitos,5.029.884,5.680.609,5.080.669,,,
113,2.02.01.01,Depósitos a Vista,0,0,8.819,,,
114,2.02.01.02,Depósitos Interfinanceiros,171.034,213.706,102.711,,,
115,2.02.01.03,Depósitos a Prazo,4.858.850,5.466.903,4.969.139,,,
116,2.02.02,Captações no Mercado Aberto,129.478,56.359,50.383,,,
117,2.02.02.01,Carteira Própria,129.478,56.359,50.383,,,
118,2.02.03,Recursos de Aceites e Emissão de Títulos,1.194.587,794.542,1.467.778,,,
119,2.02.03.01,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similiares",0,40,0,,,
120,2.02.03.02,Obrigações por Títulos e Valores Mobiliários no Exterior,1.194.587,794.502,1.467.778,,,
121,2.02.04,Relações Interfinanceiras,,,,,,
122,2.02.05,Relações Interdependências,,,,,,
123,2.02.06,Obrigações por Empréstimos,,,,,,
124,2.02.07,Obrigações por Repasse do País,1.558.594,1.486.152,1.549.999,,,
125,2.02.07.01,Tesouro Nacional,0,0,468,,,
126,2.02.07.02,BNDES,1.444.316,1.348.109,1.395.929,,,
127,2.02.07.03,FINAME,114.278,138.043,153.602,,,
128,2.02.08,Obrigações por Repasse do Exterior,911.560,732.642,745.417,,,
129,2.02.09,Outras Obrigações,13.823.320,9.655.827,8.597.539,,,
130,2.02.09.01,Instrumentos Financeiros Derivativos,0,0,416,,,
