,Conta,Descrição,31/12/2012,31/12/2011,31/12/2010,01/01/2012 a 31/12/2012,01/01/2011 a 31/12/2011,01/01/2010 a 31/12/2010
112,2.02.03,Recursos de Aceites e Emissão de Títulos,5.561.448,2.071.169,72.140,,,
113,2.02.03.01,Recursos de letras imobiliárias,4.055.599,1.106.410,72.140,,,
114,2.02.03.02,Obrigações por títulos e valores mobiliários no exterior,1.505.849,964.759,0,,,
115,2.02.04,Relações Interfinanceiras,,,,,,
116,2.02.05,Relações Interdependências,,,,,,
117,2.02.06,Obrigações por Empréstimos,,,,,,
118,2.02.07,Obrigações por Repasse do País,501.441,3.125,44.447,,,
119,2.02.07.01,FINAME,501.441,3.125,44.447,,,
120,2.02.08,Obrigações por Repasse do Exterior,,,,,,
121,2.02.09,Outras Obrigações,7.929.617,5.546.596,636.436,,,
122,2.02.09.01,Instrumentos financeiros derivativos,429.991,294.540,99.696,,,
123,2.02.09.02,Carteira de câmbio,0,0,54.172,,,
124,2.02.09.03,Sociais e estatutárias,0,0,29.448,,,
125,2.02.09.04,Fiscais e previdenciárias,618.247,491.337,413.857,,,
126,2.02.09.05,Negociação e intermediação de valores,2.800,8.128,13.695,,,
127,2.02.09.06,Diversas,632.470,594.296,25.568,,,
128,2.02.09.07,Dívida subordinada,6.246.109,4.158.295,0,,,
129,2.03,Resultados de Exercícios Futuros,111.917,31.590,24.290,,,
130,2.03.01,Resultado de Exercícios Futuros,111.917,31.590,24.290,,,
131,2.05,Patrimônio Líquido,10.068.496,6.343.965,5.602.593,,,
132,2.05.01,Capital Social Realizado,6.406.863,3.242.500,2.971.350,,,
133,2.05.01.01,Capital Social domiciliado no país,4.510.876,2.132.664,2.494.701,,,
134,2.05.01.02,Capital Social domiciliado no exterior,1.843.499,838.686,476.649,,,
135,2.05.01.03,Aumento de capital,52.488,271.150,0,,,
136,2.05.02,Reservas de Capital,,,,,,
137,2.05.03,Reservas de Reavaliação,,,,,,
138,2.05.03.01,Ativos Próprios,,,,,,
139,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
140,2.05.04,Reservas de Lucro,3.661.633,3.101.465,2.631.243,,,
141,2.05.04.01,Legal,326.039,224.836,150.775,,,
142,2.05.04.02,Estatutária,2.044.244,2.462.782,2.010.129,,,
143,2.05.04.03,Para Contingências,,,,,,
144,2.05.04.04,De Lucros a Realizar,1.291.350,413.847,470.339,,,
145,2.05.04.05,Retenção de Lucros,,,,,,
146,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
147,2.05.04.07,Outras Reservas de Lucro,,,,,,
148,2.05.05,Ajustes de Avaliação Patrimonial,,,,,,
149,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,,,,,,
150,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
151,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
152,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
153,3.01,Receitas da Intermediação Financeira,,,,7.000.333,5.473.320,3.096.264
154,3.01.01,Operações de créditos,,,,708.812,695.913,315.422
155,3.01.02,Resultado de operações com títulos e valores mobiliários,,,,6.003.193,4.485.049,2.506.628
156,3.01.03,Resultado de operações de câmbio,,,,120.246,251.262,38.676
157,3.01.04,Receita com instrumentos financeiros derivativos,,,,104.926,0,235.538
158,3.01.05,Resultado de aplicações compulsórias,,,,63.156,41.096,0
159,3.02,Despesas da Intermediação Financeira,,,,-4.695.283,-4.499.727,-2.347.860
160,3.02.01,Operações de captação no mercado,,,,-4.235.872,-3.957.605,-2.437.091
161,3.02.02,Operações de empréstimos e repasses,,,,-296.891,-503.863,95.907
162,3.02.03,Provisào para operações de créditos e outros créditos,,,,-162.520,-29.964,-6.676
163,3.02.04,Despesas com instrumentos financeiros derivativos,,,,0,-8.295,0
164,3.03,Resultado Bruto Intermediação Financeira,,,,2.305.050,973.593,748.404
165,3.04,Outras Despesas/Receitas Operacionais,,,,633.878,393.644,441.515
166,3.04.01,Receitas de Prestação de Serviços,,,,799.389,612.241,435.067
167,3.04.02,Despesas de Pessoal,,,,-392.808,-242.895,-176.227
168,3.04.03,Outras Despesas Administrativas,,,,-419.300,-253.421,-211.713
169,3.04.04,Despesas Tributárias,,,,-211.373,-176.646,-124.986
170,3.04.05,Outras Receitas Operacionais,,,,84.087,146.351,160.353
171,3.04.06,Outras Despesas Operacionais,,,,-87.083,-55.434,-1.452
172,3.04.07,Resultado da Equivalência Patrimonial,,,,860.966,363.448,360.473
173,3.05,Resultado Operacional,,,,2.938.928,1.367.237,1.189.919
174,3.06,Resultado Não Operacional,,,,-11.886,3.945,-964
175,3.06.01,Receitas,,,,0,3.945,0
176,3.06.02,Despesas,,,,0,0,-964
177,3.07,Resultado Antes Tributação/Participações,,,,2.927.042,1.371.182,1.188.955
178,3.08,Provisão para IR e Contribuição Social,,,,-492.977,0,-39.812
179,3.08.01,Provisão para imposto de renda,,,,-306.264,0,-39.812
180,3.08.02,Provisão para contribuição social,,,,-186.713,0,0
181,3.09,IR Diferido,,,,49.600,347.318,-163.118
182,3.10,Participações/Contribuições Estatutárias,,,,-459.602,-237.278,-175.119
183,3.10.01,Participações,,,,,,
184,3.10.02,Contribuições,,,,,,
185,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
186,3.13,Lucro/Prejuízo do Período,,,,2.024.063,1.481.222,810.906
187,3.99,Lucro por Ação - (R$ / Ação),,,,079000,063000,034000
