,Conta,Descrição,31/12/2019,31/12/2018,31/12/2017,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017
26,1.01.06.04,(Provisão para Operações de Créditos Liquidação Duvidosa),-3.289.091,-4.200.440,-3.527.761,,,
27,1.01.07,Operações de Arrendamento Mercantil,,,,,,
28,1.01.07.01,Setor Privado,,,,,,
29,1.01.07.02,(Provisão para Créditos Arrendamento Mercantil de Liquidação Duvidosa),,,,,,
30,1.01.08,Outros Créditos,188.443.558,164.105.338,96.370.493,,,
31,1.01.08.01,Créditos por Avais e Fianças Honrados,23.283,57.723,39.186,,,
32,1.01.08.02,Carteira de Câmbio,123.396.135,105.683.300,53.370.513,,,
33,1.01.08.03,Rendas a Receber,2.226.778,2.112.919,2.238.371,,,
34,1.01.08.04,Negociação e Intermediação de Valores,2.325.866,1.628.363,985.646,,,
35,1.01.08.05,Créditos Tributários,8.850.651,7.502.420,3.340.220,,,
36,1.01.08.06,Diversos,52.071.971,47.846.548,36.821.967,,,
37,1.01.08.07,(Provisão para Outros Créditos de Liquidação Duvidosa),-451.126,-725.935,-425.410,,,
38,1.01.09,Outros Valores e Bens,1.540.030,1.645.149,1.134.368,,,
39,1.01.09.02,Outros Valores e Bens,1.195.777,1.235.921,906.375,,,
40,1.01.09.03,(Provisões para Desvalorizações),-115.705,-161.942,-276.575,,,
41,1.01.09.04,Despesas Antecipadas,459.958,571.170,373.855,,,
42,1.01.09.05,Ativos Não-Correntes Mantidos para Venda,0,0,130.713,,,
43,1.02,Ativo Realizável a Longo Prazo,296.527.040,253.043.465,278.811.570,,,
44,1.02.01,Aplicações Interfinanceiras de Liquidez,33.694.075,28.031.980,21.840.772,,,
45,1.02.01.01,Aplicações em Depósitos Interfinanceiros,33.694.075,28.031.980,21.840.772,,,
46,1.02.02,Títulos e Valores Mobiliários,112.305.951,98.229.938,125.931.316,,,
47,1.02.02.01,Carteira Própria,23.603.436,22.599.399,32.371.256,,,
48,1.02.02.02,Vinculados a Compromisso de Recompra,71.638.459,53.815.465,76.572.322,,,
49,1.02.02.03,Instrumentos Financeiros Derivativos,8.532.484,5.782.175,5.244.306,,,
50,1.02.02.04,Vinculados ao Banco Central,0,1.444.136,2.223.899,,,
51,1.02.02.05,Moedas de Privatização,370,779,1.278,,,
52,1.02.02.06,Vinculados à Prestação de Garantias,8.028.432,12.511.388,4.426.641,,,
53,1.02.02.07,Títulos Objeto de Operações Compromissadas com Livre Movimentação,502.770,2.076.596,5.091.614,,,
54,1.02.03,Relações Interfinanceiras,312.411,281.332,273.430,,,
55,1.02.03.01,SFH - Sistema Financeiro da Habitação,312.411,281.332,273.430,,,
56,1.02.04,Relações Interdependências,,,,,,
57,1.02.05,Operações de Crédito,110.094.019,94.654.519,86.203.176,,,
58,1.02.05.01,Setor Público,964.378,583.968,46.974,,,
59,1.02.05.02,Setor Privado,123.678.363,105.266.028,97.425.089,,,
60,1.02.05.03,Operações de Crédito Vinculados a Cessão,0,0,166.982,,,
61,1.02.05.04,(Provisão para Operações de Créditos de Liquidação Duvidosa),-14.548.722,-11.195.477,-11.435.869,,,
62,1.02.06,Operações de Arrendamento Mercantil,,,,,,
63,1.02.06.01,Setor Privado,0,0,1,,,
64,1.02.06.02,(Provisão para Créditos Arrendamento Mercantil Liquidação Duvidosa),0,0,-1,,,
65,1.02.07,Outros Créditos,39.810.561,31.426.963,44.068.296,,,
66,1.02.07.01,Créditos por Avais e Fianças Honrados,298.195,486.323,315.956,,,
67,1.02.07.02,Carteira de Câmbio,1.108.978,1.690.088,6.748.712,,,
68,1.02.07.03,Rendas a Receber,156.939,146.813,223.648,,,
69,1.02.07.04,Negociação e Intermediação de Valores,,,,,,
70,1.02.07.05,Créditos Tributários,19.223.760,16.945.139,19.552.697,,,
71,1.02.07.06,Diversos,19.395.717,12.770.902,17.705.459,,,
72,1.02.07.07,(Provisão para Outros Créditos de Liquidação Duvidosa),-373.028,-612.302,-478.176,,,
73,1.02.08,Outros Valores e Bens,310.023,418.733,494.580,,,
74,1.02.08.01,Investimentos Temporários,1.622,1.622,1.765,,,
75,1.02.08.02,(Provisões para Perdas),-1.622,-1.622,-1.765,,,
76,1.02.08.03,Despesas Antecipadas,310.023,418.733,494.580,,,
77,1.03,Ativo Permanente,37.097.964,30.896.503,27.402.426,,,
78,1.03.01,Investimentos,26.831.540,21.491.544,17.983.953,,,
79,1.03.01.01,Dependências no Exterior,,,,,,
80,1.03.01.02,Participações em Controladas,26.810.793,21.470.777,17.963.316,,,
81,1.03.01.02.01,No País,23.263.738,17.939.824,14.929.728,,,
82,1.03.01.02.02,No Exterior,3.547.055,3.530.953,3.033.588,,,
83,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
84,1.03.01.04,Outros Investimentos,45.064,45.064,46.556,,,
85,1.03.01.05,Provisão para Perdas,-24.317,-24.297,-25.919,,,
86,1.03.02,Imobilizado de Uso,6.214.168,5.825.407,5.804.626,,,
87,1.03.02.01,Imóveis de Uso,2.467.216,2.470.204,2.496.780,,,
88,1.03.02.02,Outras Imobilizações de Uso,13.818.040,12.491.165,11.642.294,,,
89,1.03.02.03,(Depreciações Acumuladas),-10.071.088,-9.135.962,-8.334.448,,,
90,1.03.03,Imobilizado de Arrendamento,,,,,,
91,1.03.04,Intangível,4.052.256,3.579.552,3.613.847,,,
92,1.03.04.01,Ágio na Aquisição de Sociedades Controladas,26.496.592,26.419.016,26.419.016,,,
93,1.03.04.02,Outros Ativos Intangíveis,8.485.328,9.633.082,8.964.796,,,
94,1.03.04.03,(Amortizações Acumuladas),-30.929.664,-32.472.546,-31.769.965,,,
95,1.03.05,Diferido,,,,,,
96,2,Passivo Total,838.535.727,779.011.514,684.614.027,,,
97,2.01,Passivo Circulante,594.642.669,525.480.509,459.722.481,,,
98,2.01.01,Depósitos,214.983.542,199.067.946,166.797.454,,,
99,2.01.01.01,Depósitos à Vista,29.392.188,20.531.035,17.133.923,,,
100,2.01.01.02,Depósitos de Poupança,49.039.857,46.068.346,40.572.369,,,
101,2.01.01.03,Depósitos Interfinanceiros,4.573.086,6.208.067,24.698.773,,,
102,2.01.01.04,Depósitos a Prazo,131.978.411,126.260.498,84.392.389,,,
103,2.01.02,Captações no Mercado Aberto,111.939.869,105.464.821,110.346.900,,,
104,2.01.02.01,Carteira Própria,97.227.938,89.125.774,103.622.592,,,
105,2.01.02.02,Carteira de Terceiros,8.743.348,15.200.913,6.259.682,,,
106,2.01.02.03,Carteira de Livre Movimentação,5.968.583,1.138.134,464.626,,,
107,2.01.03,Recursos de Aceites e Emissão de Títulos,60.517.226,38.392.230,50.482.288,,,
108,2.01.03.01,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similiares",42.445.229,33.309.287,48.167.503,,,
109,2.01.03.02,Obrigações por Titulos e Valores Mobiliários no Exterior,16.295.922,3.594.692,1.272.494,,,
110,2.01.03.03,Certificados de Operações Estruturadas,1.776.075,1.488.251,1.042.291,,,
111,2.01.04,Relações Interfinanceiras,41.756,50.347,60.378,,,
112,2.01.04.01,Correspondentes,41.756,50.347,60.378,,,
113,2.01.05,Relações Interdependências,4.019.119,3.465.767,4.274.512,,,
114,2.01.05.01,Recursos em Trânsito de Terceiros,4.002.824,3.390.759,4.273.771,,,
115,2.01.05.02,Transferências Internas de Recursos,16.295,75.008,741,,,
116,2.01.06,Obrigações por Empréstimos,43.870.657,31.997.566,33.061.035,,,
117,2.01.06.01,Empréstimos no País Outras Instituições,,,,,,
118,2.01.06.02,Empréstimos no Exterior,43.870.657,31.997.566,33.061.035,,,
119,2.01.07,Obrigações por Repasse do País,3.697.638,4.242.194,6.224.384,,,
120,2.01.07.01,Tesouro Nacional,,,,,,
121,2.01.07.02,Banco Nacional de Desenvolvimento Econômico e Social (BNDES),1.355.447,1.880.962,3.479.329,,,
122,2.01.07.03,Caixa Econômica Federal (CEF),94.725,52.523,3.632,,,
123,2.01.07.04,Agência Especial de Financiamento Industrial (FINAME),1.755.646,1.964.224,2.505.707,,,
124,2.01.07.05,Outras Instituições,491.820,344.485,235.716,,,
125,2.01.08,Obrigações por Repasse do Exterior,,,,,,
126,2.01.09,Outras Obrigações,155.572.862,142.799.638,88.475.530,,,
127,2.01.09.01,Instrumentos Financeiros Derivativos,3.774.395,3.161.676,5.797.638,,,
128,2.01.09.02,Cobrança e Arrecadação de Tributos e Assemelhados,96.928,113.263,139.321,,,
129,2.01.09.03,Carteira de Câmbio,116.991.021,98.835.635,48.664.949,,,
130,2.01.09.04,Sociais e Estatutárias,8.188.762,4.885.255,4.951.781,,,
131,2.01.09.05,Fiscais e Previdenciárias,2.854.815,1.370.300,1.555.596,,,
132,2.01.09.06,Negociação e Intermediação de Valores,1.063.403,833.498,83.848,,,
133,2.01.09.07,Dívidas Subordinadas,0,9.885.607,519.230,,,
134,2.01.09.08,Instrumentos de Dívida Elegíveis a Capital,170.939,0,114.104,,,
135,2.01.09.09,Diversas,22.432.599,23.714.404,26.649.063,,,
136,2.02,Passivo Exigível a Longo Prazo,173.943.594,188.036.778,165.044.386,,,
137,2.02.01,Depósitos,59.228.624,60.018.496,63.170.609,,,
138,2.02.01.01,Depósitos Interfinanceiros,100.686,371.457,3.014.560,,,
139,2.02.01.02,Depósitos a Prazo,59.127.938,59.647.039,60.156.049,,,
140,2.02.02,Captações no Mercado Aberto,17.692.578,31.485.359,32.360.542,,,
141,2.02.02.01,Carteira Própria,159.745,183.048,294.454,,,
142,2.02.02.02,Carteira de Livre Movimentação,17.532.833,31.302.311,32.066.088,,,
143,2.02.03,Recursos de Aceites e Emissão de Títulos,31.062.142,38.879.874,21.754.723,,,
144,2.02.03.01,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similiares",26.271.049,36.799.955,20.086.361,,,
145,2.02.03.02,Obrigações por Titulos e Valores Mobiliários no Exterior,3.123.591,921.955,720.387,,,
146,2.02.03.03,Certificados de Operações Estruturadas,1.667.502,1.157.964,947.975,,,
147,2.02.04,Relações Interfinanceiras,,,,,,
148,2.02.05,Relações Interdependências,,,,,,
149,2.02.06,Obrigações por Empréstimos,1.788.469,2.308.035,1.381.924,,,
150,2.02.06.01,Empréstimos no País - Outras Instituições,0,0,476.876,,,
151,2.02.06.02,Empréstimos no Exterior,1.788.469,2.308.035,905.048,,,
152,2.02.07,Obrigações por Repasse do País,8.056.939,9.025.052,10.411.313,,,
153,2.02.07.01,Tesouro Nacional,,,,,,
154,2.02.07.02,Banco Nacional de Desenvolvimento Econômico e Social (BNDES),4.897.785,5.527.075,5.981.081,,,
155,2.02.07.03,Caixa Econômica Federal (CEF),68.325,77.152,86.621,,,
156,2.02.07.04,Agência Especial de Financiamento Industrial (FINAME),3.063.173,3.419.497,4.339.195,,,
157,2.02.07.05,Outras Instituições,27.656,1.328,4.416,,,
158,2.02.08,Obrigações por Repasse do Exterior,,,,,,
159,2.02.09,Outras Obrigações,56.114.842,46.319.962,35.965.275,,,
160,2.02.09.01,Instrumentos Financeiros Derivativos,10.208.817,7.522.291,4.610.657,,,
161,2.02.09.02,Carteira de Câmbio,1.004.861,1.509.828,6.652.981,,,
162,2.02.09.03,Fiscais e Previdenciárias,3.659.656,2.792.194,1.848.736,,,
163,2.02.09.04,Negociação e Intermediação de Valores,,,,,,
164,2.02.09.05,Dívidas Subordinadas,,,,,,
165,2.02.09.06,Instrumentos de Dívida Elegíveis a Capital,10.005.022,9.782.372,8.325.451,,,
166,2.02.09.07,Diversas,31.236.486,24.713.277,14.527.450,,,
167,2.03,Resultados de Exercícios Futuros,261.741,264.978,353.214,,,
168,2.03.01,Resultados de Exercícios Futuros,261.741,264.978,353.214,,,
169,2.05,Patrimônio Líquido,69.687.723,65.229.249,59.493.946,,,
170,2.05.01,Capital Social Realizado,57.000.000,57.000.000,57.000.000,,,
171,2.05.01.01,De Domiciliados no País,4.808.186,4.808.186,4.808.186,,,
172,2.05.01.02,De Domiciliados no Exterior,52.191.814,52.191.814,52.191.814,,,
173,2.05.02,Reservas de Capital,197.369,140.707,172.398,,,
174,2.05.03,Reservas de Reavaliação,,,,,,
175,2.05.03.01,Ativos Próprios,,,,,,
176,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
177,2.05.04,Reservas de Lucro,12.228.601,9.159.122,3.905.720,,,
178,2.05.04.01,Legal,3.818.064,3.113.605,2.505.285,,,
179,2.05.04.02,Estatutária,,,,,,
180,2.05.04.03,Para Contingências,,,,,,
181,2.05.04.04,De Lucros a Realizar,,,,,,
182,2.05.04.05,Retenção de Lucros,,,,,,
183,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
184,2.05.04.07,Outras Reservas de Lucro,8.410.537,6.045.517,1.400.435,,,
185,2.05.04.07.01,Reserva para Equalização de Dividendos,9.091.672,6.506.949,1.548.875,,,
186,2.05.04.07.02,(-) Ações em Tesouraria,-681.135,-461.432,-148.440,,,
187,2.05.05,Ajustes de Avaliação Patrimonial,261.753,-1.070.580,-1.584.172,,,
188,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,261.753,-1.070.580,-1.584.172,,,
189,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
190,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
191,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
192,3.01,Receitas da Intermediação Financeira,,,,74.721.192,70.682.676,73.926.572
193,3.01.01,Operações de Crédito,,,,42.352.541,42.274.465,36.958.966
194,3.01.02,Operações de Arrendamento Mercantil,,,,,,
195,3.01.03,Resultado de Operaçãoes com Títulos e Valores Mobiliários,,,,28.749.086,28.174.288,27.483.677
196,3.01.04,Resultado com Instrumentos Financeiros Derivativos,,,,-2.509.211,-4.897.778,1.665.959
197,3.01.05,Resultado de Operações com Câmbio,,,,2.308.073,1.354.843,2.279.894
198,3.01.06,Operações de Venda ou de Transferência de Ativos Financeiros,,,,,,
199,3.01.07,Resultado das Aplicações Compulsórias,,,,3.820.703,3.776.858,5.538.076
200,3.02,Despesas da Intermediação Financeira,,,,-50.096.357,-49.934.547,-52.386.868
201,3.02.01,Operações de Captação no Mercado,,,,-30.172.230,-31.690.413,-39.994.951
202,3.02.02,Operações de Empréstimos e Repasses,,,,-6.309.687,-7.496.709,-2.256.706
203,3.02.03,Operações de Arrendamento Mercantil,,,,0,0,-68
204,3.02.04,Provisão para Créditos de Liquidação Duvidosa,,,,-13.431.661,-10.605.611,-10.135.143
205,3.02.05,Operações de Venda ou de Transferência de Ativos Financeiros,,,,-182.779,-141.814,0
206,3.03,Resultado Bruto Intermediação Financeira,,,,24.624.835,20.748.129,21.539.704
207,3.04,Outras Despesas/Receitas Operacionais,,,,-10.102.631,-8.302.558,-10.070.891
208,3.04.01,Receitas de Prestação de Serviços,,,,14.668.997,13.522.010,12.261.328
209,3.04.02,Despesas de Pessoal,,,,-6.786.496,-6.960.989,-6.989.522
210,3.04.03,Outras Despesas Administrativas,,,,-10.318.009,-9.627.874,-10.153.832
211,3.04.04,Despesas Tributárias,,,,-3.228.943,-2.778.602,-2.774.709
212,3.04.05,Outras Receitas Operacionais,,,,4.288.089,3.483.030,3.485.641
213,3.04.06,Outras Despesas Operacionais,,,,-11.450.684,-8.550.693,-7.976.789
214,3.04.07,Resultado da Equivalência Patrimonial,,,,2.724.415,2.610.560,2.076.992
215,3.05,Resultado Operacional,,,,14.522.204,12.445.571,11.468.813
216,3.06,Resultado Não Operacional,,,,102.588,205.095,-139.032
217,3.06.01,Receitas,,,,,,
218,3.06.02,Despesas,,,,,,
219,3.07,Resultado Antes Tributação/Participações,,,,14.624.792,12.650.666,11.329.781
220,3.08,Provisão para IR e Contribuição Social,,,,-1.790.837,-505.438,-932.768
221,3.08.01,Provisão para Imposto de Renda,,,,-1.061.570,-313.687,-618.223
222,3.08.02,Provisão para Contribuição Social,,,,-729.267,-191.751,-314.545
223,3.09,IR Diferido,,,,2.811.547,1.502.014,-1.017.370
224,3.10,Participações/Contribuições Estatutárias,,,,-1.557.012,-1.480.848,-1.383.771
225,3.10.01,Participações,,,,-1.557.012,-1.480.848,-1.383.771
226,3.10.02,Contribuições,,,,,,
227,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
228,3.13,Lucro/Prejuízo do Período,,,,14.088.490,12.166.394,7.995.872
229,3.99,Lucro por Ação - (R$ / Ação),,,,188000,162000,107000
