,Conta,Descrição,31/12/2016,31/12/2015,31/12/2014,01/01/2016 a 31/12/2016,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014
0,1,Ativo Total,284.866,75.491,79.07300000000001,,,
1,1.01,Ativo Circulante,51.207,54.255,55.328,,,
2,1.01.01,Disponibilidades,211.0,263.0,320.0,,,
3,1.01.02,Aplicações Interfinanceiras de Liquidez,43.505,41.501000000000005,17.567999999999998,,,
4,1.01.02.01,Aplicações no Mercado Aberto,43.505,41.501000000000005,7.247999999999999,,,
5,1.01.02.02,Aplicações em Depósitos Interfinanceiros,0.0,0.0,10.32,,,
6,1.01.03,Títulos e Valores Mobiliários,,,,,,
7,1.01.04,Relações Interfinanceiras,,,,,,
8,1.01.05,Relações Interdependências,,,,,,
9,1.01.06,Operações de Crédito,1.955,11.548,37.093,,,
10,1.01.06.01,Operações de Crédito - Setor Privado,1.965,12.751,37.259,,,
11,1.01.06.02,(Provisão para Operações de Crédito de Liquidação Duvidosa),-10.0,-1.203,-166.0,,,
12,1.01.07,Operações de Arrendamento Mercantil,,,,,,
13,1.01.08,Outros Créditos,5.53,939.0,343.0,,,
14,1.01.08.01,Créditos Tributários,3.795,904.0,312.0,,,
15,1.01.08.02,Impostos a Compensar,1.735,35.0,31.0,,,
16,1.01.09,Outros Valores e Bens,6.0,4.0,4.0,,,
17,1.01.09.01,Despesas Antecipadas,6.0,4.0,4.0,,,
18,1.02,Ativo Realizável a Longo Prazo,233.65900000000002,21.236,23.745,,,
19,1.02.01,Aplicações Interfinanceiras de Liquidez,9.193999999999999,8.0,0.0,,,
20,1.02.01.01,Aplicações em Depósitos Interfinanceiros,9.193999999999999,8.0,0.0,,,
21,1.02.02,Títulos e Valores Mobiliários,212.579,0.0,0.0,,,
22,1.02.02.01,Vinculados ao Banco Central,212.579,0.0,0.0,,,
23,1.02.03,Relações Interfinanceiras,,,,,,
24,1.02.04,Relações Interdependências,,,,,,
25,1.02.05,Operações de Crédito,1.2930000000000001,2.386,12.880999999999998,,,
26,1.02.05.01,Operações de Crédito - Setor Privado,1.2990000000000002,2.635,12.939,,,
27,1.02.05.02,(Provisão para Operações de Crédito de Liquidação Duvidosa),-6.0,-249.0,-58.0,,,
28,1.02.06,Operações de Arrendamento Mercantil,,,,,,
29,1.02.07,Outros Créditos,10.593,10.85,10.864,,,
30,1.02.07.01,Créditos Tributários,960.0,1.841,2.2,,,
31,1.02.07.02,Devedores por Depósitos em Garantia,5.481,4.8839999999999995,4.754,,,
32,1.02.07.03,Pagamentos a Ressarcir,1.03,1.2229999999999999,1.3230000000000002,,,
33,1.02.07.04,Títulos e Créditos a Receber,3.122,2.9019999999999997,2.5869999999999997,,,
34,1.02.08,Outros Valores e Bens,,,,,,
35,1.03,Ativo Permanente,,,,,,
36,1.03.01,Investimentos,,,,,,
37,1.03.01.01,Dependências no Exterior,,,,,,
38,1.03.01.02,Participações em Controladas,,,,,,
39,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
40,1.03.01.04,Outros Investimentos,,,,,,
41,1.03.01.05,Provisão para Perdas,,,,,,
42,1.03.02,Imobilizado de Uso,,,,,,
43,1.03.03,Imobilizado de Arrendamento,,,,,,
44,1.03.04,Intangível,,,,,,
45,1.03.05,Diferido,,,,,,
46,2,Passivo Total,284.866,75.491,79.07300000000001,,,
47,2.01,Passivo Circulante,15.305,2.283,7.005,,,
48,2.01.01,Depósitos,0.0,0.0,5.32,,,
49,2.01.01.01,Depósitos a Prazo,0.0,0.0,5.32,,,
50,2.01.02,Captações no Mercado Aberto,,,,,,
51,2.01.03,Recursos de Aceites e Emissão de Títulos,,,,,,
52,2.01.04,Relações Interfinanceiras,,,,,,
53,2.01.05,Relações Interdependências,,,,,,
54,2.01.06,Obrigações por Empréstimos,,,,,,
55,2.01.07,Obrigações por Repasse do País,,,,,,
56,2.01.08,Obrigações por Repasse do Exterior,,,,,,
57,2.01.09,Outras Obrigações,15.305,2.283,1.685,,,
