,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
88,2.01.01.04,Depósitos à Prazo,1.612.740,1.463.408,1.742.164,,,
89,2.01.01.05,Outros Depósitos,,,,,,
90,2.01.02,Captações no Mercado Aberto,100.045,310.128,34.002,,,
91,2.01.02.01,Carteira Própria,100.045,310.128,34.002,,,
92,2.01.03,Recursos de Aceites e Emissão de Títulos,271.989,0,0,,,
93,2.01.03.01,Obrigações por Emissão de Letras de Crédito do Agronegócio,271.989,0,0,,,
94,2.01.04,Relações Interfinanceiras,31,2.104,2.739,,,
95,2.01.04.01,Recebimentos e Pagamentos a Liquidar,31,2.104,2.739,,,
96,2.01.05,Relações Interdependências,3.240,549,2.623,,,
97,2.01.05.01,Recursos em transito de Terceiros,3.229,410,2.539,,,
98,2.01.05.02,Transferências Internas de Recursos,11,139,84,,,
99,2.01.06,Obrigações por Empréstimos,46.939,37.268,32.247,,,
100,2.01.06.01,Empréstimos no País - Inst. Oficiais,,,,,,
101,2.01.06.02,Empréstimos no Exterior,46.939,37.268,32.247,,,
102,2.01.07,Obrigações por Repasse do País,125.476,96.874,92.993,,,
103,2.01.07.01,Tesouro Nacional,34.320,34.399,36.793,,,
104,2.01.07.02,BNDES,48.722,37.085,34.712,,,
105,2.01.07.03,CEF,,,,,,
106,2.01.07.04,Finame,42.270,25.301,21.488,,,
107,2.01.07.05,Finep,164,89,0,,,
108,2.01.08,Obrigações por Repasse do Exterior,,,,,,
109,2.01.09,Outras Obrigações,2.826.697,3.662.866,4.187.108,,,
110,2.01.09.01,Cobrança e Arrec.Trib. e Assemelhados,2.023,1.849,543,,,
111,2.01.09.02,Carteira de Cambio,1.620,232,204,,,
112,2.01.09.03,Sociais e Estatutárias,89.201,75.557,65.014,,,
113,2.01.09.04,Fiscais e Previdenciárias,174.851,114.551,43.328,,,
114,2.01.09.05,Neg. Intermedição de Valores,48,384,4,,,
115,2.01.09.06,Fundos Financeiros e Desenvolvimento,1.681.488,2.794.206,3.488.328,,,
116,2.01.09.07,Provisão para Pagamentos a Efetuar,81.406,69.680,67.751,,,
117,2.01.09.08,Provisão para Passivos Contingentes,514.740,384.296,333.727,,,
118,2.01.09.09,Obrigações por Convênios Oficiais,32.219,30.102,884,,,
119,2.01.09.10,Obrigações por Aquisição de Bens e Direitos,50.835,55.592,58.871,,,
120,2.01.09.11,Cheques Administrativos,26.120,11.109,7.582,,,
121,2.01.09.12,Credores Diversos,35.752,35.170,30.433,,,
122,2.01.09.13,Obrigação prestação serv.e pagamentos,11,11,11,,,
123,2.01.09.14,Passivos Atuariais,50.824,90.127,90.428,,,
124,2.01.09.15,Instrumentos de Dívida Elegíveis a Capital,85.559,0,0,,,
125,2.02,Passivo Exigível a Longo Prazo,3.957.470,3.788.056,2.283.009,,,
126,2.02.01,Depósitos,250.667,384.032,168.186,,,
127,2.02.01.01,Depósitos a Prazo,248.682,384.032,168.186,,,
128,2.02.01.02,Depósitos Interfinanceiros,1.985,0,0,,,
129,2.02.02,Captações no Mercado Aberto,,,,,,
130,2.02.03,Recursos de Aceites e Emissão de Títulos,,,,,,
131,2.02.04,Relações Interfinanceiras,,,,,,
132,2.02.05,Relações Interdependências,,,,,,
133,2.02.06,Obrigações por Empréstimos,,,,,,
134,2.02.07,Obrigações por Repasse do País,610.067,526.659,428.648,,,
135,2.02.07.01,Tesouro Nacional,1.629,9.026,9.537,,,
136,2.02.07.02,BNDES,414.826,339.816,282.176,,,
137,2.02.07.03,CEF,,,,,,
138,2.02.07.04,Finame,192.083,176.966,136.935,,,
139,2.02.07.05,Finep,1.529,851,0,,,
140,2.02.08,Obrigações por Repasse do Exterior,,,,,,
141,2.02.09,Outras Obrigações,3.096.736,2.877.365,1.686.175,,,
142,2.02.09.01,Fiscais e Previdenciárias,7.547,8.263,10.238,,,
143,2.02.09.02,Fundos Financ. e de Desenvolvimento,244.584,145.819,94.253,,,
