,Conta,Descrição,31/12/2019,31/12/2018,31/12/2017,01/01/2019 a 31/12/2019,01/01/2018 a 31/12/2018,01/01/2017 a 31/12/2017
90,2.01.09.01,Cobrança e Arrecadação de Tributos e Assemelhados,3.631,1.221,0,,,
91,2.01.09.02,Carteira de Câmbio,325,1.788,0,,,
92,2.01.09.03,Sociais e Estatutárias,11.362,8.033,0,,,
93,2.01.09.04,Fiscais e Previdenciárias,13.546,8.615,0,,,
94,2.01.09.05,Negociação e Intermediação de Valores,,,,,,
95,2.01.09.06,Diversas,166.067,155.671,0,,,
96,2.02,Passivo Exigível a Longo Prazo,2.986.376,1.798.334,1.567.531,,,
97,2.02.01,Depósitos,2.270.189,1.182.350,930.879,,,
98,2.02.01.01,Depósitos à prazo,2.270.189,1.182.350,0,,,
99,2.02.02,Captações no Mercado Aberto,,,,,,
100,2.02.03,Recursos de Aceites e Emissão de Títulos,666.210,566.396,588.459,,,
101,2.02.03.01,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similiares",666.210,566.396,0,,,
102,2.02.04,Relações Interfinanceiras,,,,,,
103,2.02.05,Relações Interdependências,,,,,,
104,2.02.06,Obrigações por Empréstimos,,,,,,
105,2.02.07,Obrigações por Repasse do País,28.493,30.648,33.442,,,
106,2.02.07.01,Obrigações por repasse,28.493,30.648,0,,,
107,2.02.08,Obrigações por Repasse do Exterior,,,,,,
108,2.02.09,Outras Obrigações,21.484,18.940,14.751,,,
109,2.02.09.01,Diversas,21.484,18.940,0,,,
110,2.03,Resultados de Exercícios Futuros,5.167,10.334,0,,,
111,2.05,Patrimônio Líquido,2.201.017,948.781,383.092,,,
112,2.05.01,Capital Social Realizado,2.068.305,848.760,311.874,,,
113,2.05.02,Reservas de Capital,1.119,1.290,0,,,
114,2.05.03,Reservas de Reavaliação,,,,,,
115,2.05.03.01,Ativos Próprios,,,,,,
116,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
117,2.05.04,Reservas de Lucro,130.131,102.071,71.052,,,
118,2.05.04.01,Legal,,,,,,
119,2.05.04.02,Estatutária,,,,,,
120,2.05.04.03,Para Contingências,,,,,,
121,2.05.04.04,De Lucros a Realizar,,,,,,
122,2.05.04.05,Retenção de Lucros,130.131,102.503,73.336,,,
123,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
124,2.05.04.07,Outras Reservas de Lucro,0,-432,-2.284,,,
125,2.05.04.07.01,(-) Ações em Tesouraria,0,-432,0,,,
126,2.05.05,Ajustes de Avaliação Patrimonial,1.462,-3.340,166,,,
127,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,1.462,-3.340,166,,,
128,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
129,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
130,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
131,3.01,Receitas da Intermediação Financeira,,,,845.049,643.244,545.813
132,3.01.01,Operações de crédito,,,,644.187,559.021,0.0
133,3.01.02,Rendas de operações de câmbio,,,,431.0,1.669,0.0
134,3.01.03,Resultado com aplicações interfinanceiras de liquidez,,,,139.451,61.952,0.0
135,3.01.04,Resultado com títulos e valores mobiliários,,,,56.745,20.601999999999997,0.0
136,3.01.05,Resultado com instrumentos financeiros derivativos,,,,4.235,0.0,0.0
137,3.02,Despesas da Intermediação Financeira,,,,-384.07300000000004,-291.867,-327.45
138,3.02.01,Operações de captação no mercado,,,,-251.06400000000002,-215.835,0.0
139,3.02.02,Operações empréstimos e repasses,,,,-2.05,-1.786,0.0
140,3.02.03,Provisão para crédito de liquidação duvidosa,,,,-130.959,-57.607,0.0
141,3.02.04,Operações com derivativos,,,,0.0,-7.0,0.0
142,3.02.05,Operações de vendas de transf. de ativos financeiros (despesa),,,,0.0,-16.632,0.0
143,3.03,Resultado Bruto Intermediação Financeira,,,,460.976,351.37699999999995,218.363
144,3.04,Outras Despesas/Receitas Operacionais,,,,-418.43199999999996,-244.265,-156.586
145,3.04.01,Receitas de Prestação de Serviços,,,,94.116,38.135999999999996,20.292
146,3.04.02,Despesas de Pessoal,,,,-162.192,-114.06200000000001,-77.975
147,3.04.03,Outras Despesas Administrativas,,,,-313.189,-163.351,-90.08
148,3.04.04,Despesas Tributárias,,,,-36.646,-24.726,-14.662
149,3.04.05,Outras Receitas Operacionais,,,,15.863,10.037,12.912
150,3.04.06,Outras Despesas Operacionais,,,,52.303999999999995,38.647,-14.388
151,3.04.07,Resultado da Equivalência Patrimonial,,,,-68.688,-28.945999999999998,7.315
152,3.05,Resultado Operacional,,,,42.544,107.11200000000001,61.777
153,3.06,Resultado Não Operacional,,,,31.811,-17.983,-10.226
154,3.06.01,Receitas,,,,31.811,0.0,0.0
155,3.06.02,Despesas,,,,0.0,-17.983,-10.226
156,3.07,Resultado Antes Tributação/Participações,,,,74.355,89.12899999999999,51.551
157,3.08,Provisão para IR e Contribuição Social,,,,0.0,-10.158,0.0
158,3.09,IR Diferido,,,,4.525,-11.229000000000001,-3.395
159,3.10,Participações/Contribuições Estatutárias,,,,,,
160,3.10.01,Participações,,,,,,
161,3.10.02,Contribuições,,,,,,
162,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
163,3.13,Lucro/Prejuízo do Período,,,,78.88,67.742,48.156000000000006
164,3.99,Lucro por Ação - (R$ / Ação),,,,22480.0,53670.0,68000.0
