,Conta,Descrição,31/12/2015,31/12/2014,31/12/2013,01/01/2015 a 31/12/2015,01/01/2014 a 31/12/2014,01/01/2013 a 31/12/2013
29,1.01.08,Outros Créditos,37.135.643,30.454.342,33.261.047,,,
30,1.01.08.01,Créditos por Avais e Fianças Honrados,104.099,38.498,10.554,,,
31,1.01.08.02,Carteira de Câmbio,14.369.499,11.774.294,13.707.498,,,
32,1.01.08.03,Rendas a Receber,5.281.602,3.025.085,4.820.053,,,
33,1.01.08.04,Negociação e Intermediação de Valores,931.814,491.657,511.886,,,
34,1.01.08.08,Diversos,16.937.619,15.390.219,14.424.786,,,
35,1.01.08.09,Provisão para Outros Créditos de Liquidação Duvidosa,-488.990,-265.411,-213.730,,,
36,1.01.09,Outros Valores e Bens,2.255.590,1.082.996,900.102,,,
37,1.01.09.03,Outros Valores e Bens,1.586.997,1.107.190,773.043,,,
38,1.01.09.04,Provisões para Desvalorizações,-571.003,-331.667,-204.559,,,
39,1.01.09.05,Despesas Antecipadas,1.239.596,307.473,331.618,,,
40,1.02,Ativo Realizável a Longo Prazo,384.810.171,249.649.679,231.839.345,,,
41,1.02.01,Aplicações Interfinanceiras de Liquidez,23.165.420,22.596.708,24.239.022,,,
42,1.02.01.02,Aplicações em Depósitos Interfinanceiros,23.165.420,22.596.708,24.239.022,,,
43,1.02.02,Títulos e Valores Mobiliários,179.830.620,73.880.618,75.165.118,,,
44,1.02.02.01,Carteira Própria,32.743.895,14.741.571,15.181.849,,,
45,1.02.02.02,Vinculados a Compromissos de Recompra,143.863.342,55.083.393,54.859.094,,,
46,1.02.02.03,Instrumentos Financeiros Derivativos,88.945,1.643.843,745.467,,,
47,1.02.02.04,Vinculados ao Banco Central,22.065,19.764,0,,,
48,1.02.02.05,Moedas de Privatização,6.001,6.426,6.898,,,
49,1.02.02.06,Vinculados à Prestação de Garantias,2.528.345,1.990.500,4.011.788,,,
50,1.02.02.07,Títulos Objeto de Operações Compromissadas com Livre Movimentação,578.027,395.121,360.022,,,
51,1.02.03,Relações Interfinanceiras,680.860,617.154,583.626,,,
52,1.02.03.05,SFH - Sistema Financeiro da Habitação,680.860,617.154,583.626,,,
53,1.02.04,Relações Interdependências,,,,,,
54,1.02.05,Operações de Crédito,140.255.367,128.748.287,112.469.332,,,
55,1.02.05.01,Setor Público,863.525,756.820,2.143.961,,,
56,1.02.05.02,Setor Privado,140.127.887,129.607.922,116.436.215,,,
57,1.02.05.03,Operações de Crédito Vinculadas a Cessão,7.390.609,4.911.791,0,,,
58,1.02.05.04,Provisão para Operações de Crédito de Liquidação Duvidosa,-8.126.654,-6.528.246,-6.110.844,,,
59,1.02.06,Operações de Arrendamento Mercantil,-43,-494,-4.182,,,
60,1.02.06.02,Setor Privado,322,1.613,4.469,,,
61,1.02.06.03,Rendas a Apropriar de Arrendamento Mercantil,-243,-1.396,-6.215,,,
62,1.02.06.04,Provisão para Créditos de Arrendamento Mercantil de Liquidação Duvidosa,-122,-711,-2.436,,,
63,1.02.07,Outros Créditos,40.766.786,23.636.587,19.257.714,,,
64,1.02.07.03,Rendas a Receber,251.977,0,0,,,
65,1.02.07.04,Negociação e Intermediação de Valores,1.067.781,398.032,170.018,,,
66,1.02.07.08,Diversos,39.474.512,23.249.673,19.097.451,,,
67,1.02.07.09,Provisão para Outros Créditos de Liquidação Duvidosa,-27.484,-11.118,-9.755,,,
68,1.02.08,Outros Valores e Bens,111.161,170.819,128.715,,,
69,1.02.08.05,Despesas Antecipadas,111.161,170.819,128.715,,,
70,1.03,Ativo Permanente,78.256.468,127.905.942,129.505.487,,,
71,1.03.01,Investimentos,70.605.645,120.511.163,120.708.066,,,
72,1.03.01.01,Dependências no Exterior,,,,,,
73,1.03.01.02,Participações em Controladas,70.597.294,120.506.649,120.703.552,,,
74,1.03.01.02.01,No País,68.090.691,118.795.143,118.609.843,,,
75,1.03.01.02.02,No Exterior,2.506.603,1.711.506,2.093.709,,,
76,1.03.01.03,Participações em Coligadas e Equiparadas,,,,,,
77,1.03.01.04,Outros Investimentos,51.920,47.863,47.863,,,
78,1.03.01.05,Provisão para Perdas,-43.569,-43.349,-43.349,,,
79,1.03.02,Imobilizado de Uso,3.125.193,2.705.169,2.614.224,,,
80,1.03.02.02,Imóveis de Uso,17.414,43.108,43.108,,,
81,1.03.02.03,Outras Imobilizações de Uso,7.257.441,6.579.881,6.641.695,,,
82,1.03.02.04,Depreciações Acumuladas,-4.149.662,-3.917.820,-4.070.579,,,
83,1.03.03,Imobilizado de Arrendamento,65.027,108.207,809.997,,,
84,1.03.03.01,Bens Arrendados,122.058,252.814,1.200.268,,,
85,1.03.03.02,Depreciações Acumuladas,-57.031,-144.607,-390.271,,,
86,1.03.04,Intangível,4.460.603,4.581.403,5.373.200,,,
87,1.03.04.01,Ativos Intangíveis,10.223.420,8.815.293,7.942.319,,,
88,1.03.04.02,Amortização Acumulada,-5.762.817,-4.233.890,-2.569.119,,,
89,1.03.05,Diferido,,,,,,
90,1.03.05.01,Gastos de Organização e Expansão,,,,,,
91,1.03.05.02,Amortização Acumulada,,,,,,
92,2,Passivo Total,947.122.904,978.703.169,882.083.756,,,
93,2.01,Passivo Circulante,619.039.916,662.024.658,584.931.445,,,
94,2.01.01,Depósitos,200.192.100,214.307.379,235.733.753,,,
95,2.01.01.01,Depósitos à Vista,22.538.282,32.939.201,40.822.199,,,
96,2.01.01.02,Depósitos de Poupança,91.878.816,92.154.815,80.717.805,,,
97,2.01.01.03,Depósitos Interfinanceiros,47.066.280,49.714.309,70.794.705,,,
98,2.01.01.04,Depósitos a Prazo,38.708.722,39.499.054,43.399.044,,,
99,2.01.02,Captações no Mercado Aberto,286.839.492,333.863.976,270.047.103,,,
100,2.01.02.01,Carteira Própria,152.636.473,120.644.942,132.572.824,,,
101,2.01.02.02,Carteira de Terceiros,128.638.331,211.980.288,131.947.623,,,
102,2.01.02.03,Carteira Livre Movimentação,5.564.688,1.238.746,5.526.656,,,
103,2.01.03,Recursos de Aceites e Emissão de Títulos,53.138.708,46.647.805,20.796.406,,,
104,2.01.03.03,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similares",48.794.240,43.302.030,16.630.404,,,
105,2.01.03.05,Obrigações por Títulos e Valores Mobiliários no Exterior,3.981.183,3.182.337,4.166.002,,,
106,2.01.03.06,Certificados de Operações Estruturadas,363.285,163.438,0,,,
107,2.01.04,Relações Interfinanceiras,1.267.083,1.070.798,1.695.054,,,
108,2.01.04.03,Recebimentos e Pagamentos a Liquidar,151.460,20.797,31.144,,,
109,2.01.04.04,Correspondentes,1.115.623,1.050.001,1.663.910,,,
110,2.01.05,Relações Interdependências,5.157.364,4.890.607,5.166.862,,,
111,2.01.05.01,Recursos em Trânsito de Terceiros,5.157.364,4.883.932,5.166.862,,,
112,2.01.05.02,Transferências Internas de Recursos,0,6.675,0,,,
113,2.01.06,Obrigações por Empréstimos,20.966.385,12.157.260,12.970.899,,,
114,2.01.06.03,Empréstimos no Exterior,20.966.385,12.157.260,12.970.899,,,
115,2.01.07,Obrigações por Repasse do País,12.004.314,13.067.674,12.131.359,,,
116,2.01.07.01,Tesouro Nacional,133.028,151.096,23.735,,,
117,2.01.07.03,BNDES,3.801.626,4.056.723,3.726.424,,,
118,2.01.07.05,FINAME,8.060.599,8.847.677,8.360.238,,,
119,2.01.07.06,Outras Instituições,9.061,12.178,20.962,,,
120,2.01.08,Obrigações por Repasse do Exterior,2.111.308,1.498.543,195.752,,,
121,2.01.09,Outras Obrigações,37.363.162,34.520.616,26.194.257,,,
122,2.01.09.01,Cobrança e Arrecadação de Tributos e Assemelhados,480.707,326.245,727.783,,,
123,2.01.09.02,Carteira de Câmbio,5.617.070,5.385.332,7.770.810,,,
124,2.01.09.03,Sociais e Estatutárias,3.713.302,3.068.579,2.436.232,,,
125,2.01.09.04,Fiscais e Previdenciárias,857.600,511.550,547.139,,,
126,2.01.09.05,Negociação e Intermediação de Valores,701.629,1.147.816,807.100,,,
127,2.01.09.08,Fundos Financeiros e de Desenvolvimento,4.152,971,1.034,,,
128,2.01.09.11,Dívidas Subordinadas,495.275,2.884.804,2.615.610,,,
129,2.01.09.13,Instrumentos Financeiros Derivativos,13.704.940,2.123.189,1.104.818,,,
130,2.01.09.15,Diversas,11.788.487,19.072.130,10.183.731,,,
131,2.02,Passivo Exigível a Longo Prazo,239.062.288,235.143.226,226.191.762,,,
132,2.02.01,Depósitos,42.984.125,91.549.846,94.046.919,,,
133,2.02.01.03,Depósitos Interfinanceiros,823.735,46.742.323,42.500.210,,,
134,2.02.01.04,Depósitos a Prazo,42.160.390,44.807.523,51.546.709,,,
135,2.02.02,Captações no Mercado Aberto,26.972.408,29.539.829,18.804.084,,,
136,2.02.02.01,Carteira Própria,26.972.408,29.539.829,18.804.084,,,
137,2.02.03,Recursos de Aceites e Emissão de Títulos,70.097.185,45.000.786,42.872.036,,,
138,2.02.03.03,"Recursos de Letras Imobiliárias, Hipotecárias, de Crédito e Similares",64.435.698,39.306.698,35.546.124,,,
139,2.02.03.05,Obrigações por Títulos e Valores Mobiliários no Exterior,5.512.429,5.597.480,7.325.912,,,
140,2.02.03.06,Certificados de Operações Estruturadas,149.058,96.608,0,,,
141,2.02.04,Relações Interfinanceiras,,,,,,
142,2.02.05,Relações Interdependências,,,,,,
143,2.02.06,Obrigações por Empréstimos,5.122.759,1.992.847,1.003.729,,,
144,2.02.06.03,Empréstimos no Exterior,5.122.759,1.992.847,1.003.729,,,
145,2.02.07,Obrigações por Repasse do País,26.118.444,29.082.393,28.346.023,,,
146,2.02.07.03,BNDES,8.607.769,8.216.720,8.606.309,,,
147,2.02.07.05,FINAME,17.510.675,20.857.411,19.720.496,,,
148,2.02.07.06,Outras Instituições,0,8.262,19.218,,,
149,2.02.08,Obrigações por Repasse do Exterior,1.808.007,0,0,,,
150,2.02.09,Outras Obrigações,65.959.360,37.977.525,41.118.971,,,
151,2.02.09.04,Fiscais e Previdenciárias,3.638.101,3.181.141,2.801.710,,,
152,2.02.09.11,Dívidas Subordinadas,38.370.136,32.959.551,33.303.104,,,
153,2.02.09.12,Instrumentos de Dívidas Elegíveis a Capital,11.444.939,0,0,,,
154,2.02.09.13,Instrumentos Financeiros Derivativos,50.836,1.160.372,695.341,,,
155,2.02.09.15,Diversas,12.455.348,676.461,4.318.816,,,
156,2.03,Resultados de Exercícios Futuros,114.056,27.035,20.747,,,
157,2.05,Patrimônio Líquido,88.906.644,81.508.250,70.939.802,,,
158,2.05.01,Capital Social Realizado,43.100.000,38.100.000,38.100.000,,,
159,2.05.01.01,De Domiciliados no País,45.521.283,37.622.363,37.622.329,,,
160,2.05.01.02,De Domiciliados no Exterior,578.717,477.637,477.671,,,
161,2.05.01.03,Capital a Realizar,-3.000.000,0,0,,,
162,2.05.02,Reservas de Capital,11.441,11.441,11.441,,,
163,2.05.02.01,Ágio por Subscrição de Ações,11.441,11.441,11.441,,,
164,2.05.03,Reservas de Reavaliação,,,,,,
165,2.05.03.01,Ativos Próprios,,,,,,
166,2.05.03.02,Controladas/Coligadas e Equiparadas,,,,,,
167,2.05.04,Reservas de Lucro,49.909.758,43.888.120,33.882.804,,,
168,2.05.04.01,Legal,6.052.949,5.193.467,4.439.025,,,
169,2.05.04.02,Estatutária,44.287.857,38.992.668,29.712.872,,,
170,2.05.04.03,Para Contingências,,,,,,
171,2.05.04.04,De Lucros a Realizar,,,,,,
172,2.05.04.05,Retenção de Lucros,,,,,,
173,2.05.04.06,Especial p/ Dividendos Não Distribuídos,,,,,,
174,2.05.04.07,Outras Reservas de Lucro,-431.048,-298.015,-269.093,,,
175,2.05.04.07.03,Ações em Tesouraria,-431.048,-298.015,-269.093,,,
176,2.05.05,Ajustes de Avaliação Patrimonial,-4.114.555,-491.311,-1.054.443,,,
177,2.05.05.01,Ajustes de Títulos e Valores Mobiliários,,,,,,
178,2.05.05.02,Ajustes Acumulados de Conversão,,,,,,
179,2.05.05.03,Ajustes de Combinação de Negócios,,,,,,
180,2.05.06,Lucros/Prejuízos Acumulados,,,,,,
181,3.01,Receitas da Intermediação Financeira,,,,110.968.415,94.339.700,76.983.113
182,3.01.01,Operações de Crédito,,,,52.664.389,44.099.316,38.992.691
183,3.01.02,Operações de Arrendamento Mercantil,,,,100.309,738.051,1.898.663
184,3.01.03,Resultado de Operações com Títulos e Valores Mobiliários,,,,56.378.759,45.489.043,32.989.820
185,3.01.04,Resultado com Instrumentos Financeiros Derivativos,,,,-7.591.762,-1.510.187,-2.294.539
186,3.01.05,Resultado de Operações de Câmbio,,,,5.330.507,1.293.744,2.083.820
187,3.01.06,Resultado das Aplicações Compulsórias,,,,4.493.821,4.248.402,3.119.251
188,3.01.08,Operações de Venda ou de Transferência de Ativos Financeiros,,,,-407.608,-18.669,193.407
189,3.02,Despesas da Intermediação Financeira,,,,-121.667.285,-84.845.758,-69.568.264
190,3.02.01,Operações de Captações no Mercado,,,,-76.656.051,-64.449.629,-49.651.854
191,3.02.02,Operações de Empréstimos e Repasses,,,,-28.520.091,-8.663.963,-8.186.388
192,3.02.03,Operações de Arrendamento Mercantil,,,,-95.447,-730.521,-1.873.463
193,3.02.04,Provisão para Créditos de Liquidação Duvidosa,,,,-16.395.696,-11.001.645,-9.856.559
194,3.03,Resultado Bruto Intermediação Financeira,,,,-10.698.870,9.493.942,7.414.849
195,3.04,Outras Despesas/Receitas Operacionais,,,,14.193.300,2.622.668,1.346.461
196,3.04.01,Receitas de Prestação de Serviços,,,,12.198.868,10.704.071,9.771.037
197,3.04.02,Despesas de Pessoal,,,,-11.797.822,-11.321.243,-10.220.523
198,3.04.03,Outras Despesas Administrativas,,,,-12.885.149,-11.848.544,-11.360.321
199,3.04.04,Despesas Tributárias,,,,-2.254.707,-1.881.680,-1.734.074
200,3.04.05,Outras Receitas Operacionais,,,,1.381.812,1.326.319,2.925.254
201,3.04.06,Outras Despesas Operacionais,,,,-4.779.522,-3.896.939,-3.473.754
202,3.04.07,Resultado da Equivalência Patrimonial,,,,32.329.820,19.540.684,15.438.842
203,3.05,Resultado Operacional,,,,3.494.430,12.116.610,8.761.310
204,3.06,Resultado Não Operacional,,,,-429.689,-264.258,-177.506
205,3.06.01,Receitas,,,,163.570,102.789,138.030
206,3.06.02,Despesas,,,,-593.259,-367.047,-315.536
207,3.07,Resultado Antes Tributação/Participações,,,,3.064.741,11.852.352,8.583.804
208,3.08,Provisão para IR e Contribuição Social,,,,14.124.894,3.236.466,3.427.224
209,3.09,IR Diferido,,,,,,
210,3.10,Participações/Contribuições Estatutárias,,,,,,
211,3.10.01,Participações,,,,,,
212,3.10.02,Contribuições,,,,,,
213,3.11,Reversão dos Juros sobre Capital Próprio,,,,,,
214,3.13,Lucro/Prejuízo do Período,,,,17.189.635,15.088.818,12.011.028
215,3.99,Lucro por Ação - (R$ / Ação),,,,341778,359652,286215
